Occurrence_Code,acft_model,num_eng,eng_type,crew_category,crew_age,latitude,longitude,light_cond,vis_sm,wx_temp,wind_dir_deg,wind_vel_kts,altimeter,code
550250,PA 28-180,1.0,REC,PLT,56.0,381326N,1222659W,DAYL,10.0,57.0,80.0,10.0,30.1900005340576,UNK
153081,PC-12/45,1.0,TP,PLT,59.0,035321N,0973829W,NITE,10.0,0.0,170.0,16.0,30.6399993896484,UNK
500342,PA-28-161,1.0,REC,FLTI,30.0,253726N,0803426W,DAYL,10.0,73.0,100.0,13.0,30.2900009155273,NET
500342,PA-28-161,1.0,REC,DSTU,49.0,253726N,0803426W,DAYL,10.0,73.0,100.0,13.0,30.2900009155273,NET
600341,R172K,1.0,REC,PLT,57.0,038128N,0773515W,DAYL,10.0,48.0,160.0,5.0,30.2900009155273,FSS
551240,152,1.0,REC,DSTU,36.0,040276N,0010504W,DAYL,10.0,19.0,150.0,5.0,30.2600002288818,AUTR
350330,PA-31-350,2.0,REC,PLT,50.0,057452N,0152287W,DAYL,10.0,25.0,300.0,17.0,28.9599990844727,AUTR
502120,1900C,2.0,TP,PLT,38.0,021512N,1591927W,NDRK,10.0,68.0,30.0,23.0,30.1200008392334,COMP
450190,PA-12,1.0,REC,PLT,63.0,454259N,0120594W,DAYL,10.0,48.0,164.62222297823436,5.2,29.886443759796403,UNK
200200,CL-600-2C10,2.0,TF,PLT,39.0,037378N,1222229W,NITE,10.0,52.0,231.3214422651652,6.623941197691196,30.2700004577637,COMP
200200,CL-600-2C10,2.0,TF,CPLT,36.0,037378N,1222229W,NITE,10.0,52.0,231.3214422651652,6.623941197691196,30.2700004577637,COMP
200200,757-222,2.0,TF,OTHR,55.0,037378N,1222229W,NITE,10.0,52.0,231.3214422651652,6.623941197691196,30.2700004577637,COMP
402342,207,1.0,REC,PLT,58.0,613454N,1593230W,DAYL,0.5,32.0,190.0,5.0,29.7900009155273,AUTR
450341,RV8,1.0,REC,PLT,63.0,461917N,0935025W,DAYL,8.0,21.0,360.0,5.0,30.0100002288818,TVRA
253330,737-2H4,2.0,TF,PLT,58.0,040515N,0964555W,NITE,10.0,37.0,280.0,6.0,30.0499992370605,UNK
253330,737-2H4,2.0,TF,CPLT,47.0,040515N,0964555W,NITE,10.0,37.0,280.0,6.0,30.0499992370605,UNK
500270,172L,1.0,REC,PLT,31.0,275447N,0824029W,DAYL,10.0,79.0,210.0,11.0,29.8999996185303,UNK
350341,AA-5B,1.0,REC,PLT,46.0,421138N,0711040W,DAYL,10.0,30.0,200.0,5.0,30.2999992370605,FSS
350240,GENESIS,1.0,REC,PLT,42.0,039436N,0764940W,DAYL,10.0,39.0,140.0,4.0,30.3099994659424,UNK
501240,PA46-500TP,1.0,TP,PLT,65.0,292047N,0981740W,DAYL,2.0,37.0,360.0,10.0,30.1299991607666,NET
350334,500B,2.0,REC,PLT,31.0,361333N,0955322W,NITE,3.0,32.0,300.0,18.0,30.0,AUTR
506250,150M,1.0,REC,PLT,24.0,335256N,0117373W,DAYL,10.0,61.0,270.0,7.0,29.8999996185303,UNK
506250,150M,1.0,REC,PLT,24.0,335256N,0117373W,DAYL,10.0,61.0,270.0,7.0,29.8999996185303,UNK
350341,U206F,1.0,REC,PLT,52.0,281714N,0081268W,DAYL,10.0,54.0,360.0,10.0,30.3199996948242,AUTR
100340,PA32-301FT,1.0,REC,PLT,52.0,304831N,0891129W,DAYL,10.0,52.0,210.0,6.0,30.1700000762939,UNK
450240,SR22,1.0,REC,PLT,53.0,345126N,0973511W,DAYL,10.0,57.0,80.0,5.0,29.9799995422363,UNK
551093,G-21A,2.0,REC,PLT,58.0,245229N,0811348W,DAYL,10.0,73.0,140.0,9.0,30.0400009155273,AUTR
451220,RV-4,1.0,REC,PLT,64.0,361652N,0804649W,DAYL,10.0,59.0,70.0,3.0,30.1700000762939,UNK
990240,Clipper,1.0,REC,FLTI,60.0,315626N,0111454W,DAYL,10.0,45.0,246.6095518619668,8.312060966810964,30.2900009155273,UNK
990240,Clipper,1.0,REC,DSTU,57.0,315626N,0111454W,DAYL,10.0,45.0,246.6095518619668,8.312060966810964,30.2900009155273,UNK
450240,Free Bird Sportlite,1.0,REC,PLT,21.0,031100N,0873130W,DAYL,10.0,55.0,330.0,5.0,30.25,UNK
100040,PA-28-R200,1.0,REC,PLT,37.0,035155N,0811510W,DAYL,10.0,30.0,100.0,3.0,30.5100002288818,COWX
508341,17-30A,1.0,REC,PLT,51.0,475353N,1221710W,DAYL,10.0,37.0,20.0,5.0,29.5499992370605,AUTR
502282,C90A,2.0,TP,PLT,50.0,362748N,0080333W,DAYL,2.0,34.0,164.62222297823436,5.2,29.886443759796403,UNK
452470,HARMON ROC,1.0,REC,PLT,45.0,345721N,1192648W,DAYL,10.0,50.0,164.62222297823436,5.2,29.886443759796403,UNK
401240,525,2.0,TF,PLT,45.0,441415N,0069516W,NDRK,3.0,21.0,20.0,3.0,30.3099994659424,FSS
350330,Zodiac 601XL,1.0,REC,PLT,61.0,333445N,0011770W,DAYL,10.0,63.0,220.0,6.0,30.0200004577637,AUTR
100040,152,1.0,REC,PLT,37.0,037270N,0012260W,DAYL,10.0,45.0,175.25236799909788,4.0,30.2900009155273,AUTR
401400,Lancair ES,1.0,REC,PLT,32.0,444115N,0123040W,DAYL,10.0,43.0,180.0,14.0,30.2900009155273,COWX
401400,Lancair ES,1.0,REC,PLT,49.0,444115N,0123040W,DAYL,10.0,43.0,180.0,14.0,30.2900009155273,COWX
550380,Jabiru J400,1.0,REC,PLT,30.0,034057N,0118274W,DUSK,10.0,0.0,164.62222297823436,5.2,29.886443759796403,NET
552094,PA-24-250,1.0,REC,PLT,53.0,384327N,1204512W,NITE,10.0,0.0,164.62222297823436,5.2,29.886443759796403,AUTR
350342,TR182,1.0,REC,FLTI,25.0,029321N,0098287W,DAYL,10.0,54.0,320.0,5.0,30.0400009155273,AUTR
350342,TR182,1.0,REC,DSTU,51.0,029321N,0098287W,DAYL,10.0,54.0,320.0,5.0,30.0400009155273,AUTR
350440,PA-28-235,1.0,REC,PLT,60.0,030257N,0095334W,DAYL,10.0,72.0,100.0,6.0,30.3099994659424,AUTR
552230,150J,1.0,REC,DSTU,57.0,314435N,0084259W,DAYL,10.0,52.0,80.0,6.0,30.2800006866455,FSS
300096,C-152,1.0,REC,PLT,25.0,264644N,0812556W,DAYL,10.0,79.0,170.0,10.0,29.9500007629395,AUTR
450400,210,1.0,REC,PLT,49.0,294524N,0945042W,NITE,10.0,72.0,160.0,13.0,29.8199996948242,AUTR
551230,Glastar,1.0,REC,PLT,54.0,382240N,1215742W,DAYL,10.0,0.0,164.62222297823436,5.2,29.886443759796403,UNK
404362,DHC-8-202,2.0,TP,PLT,34.0,395142N,1044023W,DAYL,10.0,18.0,180.0,12.0,29.6399993896484,AUTR
404362,DHC-8-202,2.0,TP,CPLT,25.0,395142N,1044023W,DAYL,10.0,18.0,180.0,12.0,29.6399993896484,AUTR
402333,PA-23-250,2.0,REC,PLT,27.0,038858N,0981913W,DAYL,10.0,54.0,200.0,14.0,29.8700008392334,UNK
551094,58,2.0,REC,PLT,26.0,383414N,0090922W,DAYL,10.0,19.0,220.0,6.0,30.2199993133545,COWX
402341,RV-6A,1.0,REC,PLT,55.0,481342N,1222156W,DAYL,10.0,46.0,195.28428571428577,10.007555555555554,30.3600006103516,UNK
100040,RV-7,1.0,REC,PLT,57.0,391644N,1205859W,DAYL,10.0,48.0,197.19051774256303,6.241436798708538,30.1100006103516,AUTR
504120,LC41,1.0,REC,PLT,62.0,045352N,0122375W,DAYL,0.25,34.0,240.0,3.0,30.3500003814697,AUTR
401900,CL-600,2.0,TF,PLT,53.0,193720N,1545150W,DAYL,10.0,72.0,230.0,3.0,30.1200008392334,AUTR
401900,CL-600,2.0,TF,CPLT,23.0,193720N,1545150W,DAYL,10.0,72.0,230.0,3.0,30.1200008392334,AUTR
252470,425,2.0,TP,PLT,28.0,383414N,0090922W,NITE,10.0,0.0,164.62222297823436,5.2,29.886443759796403,AUTR
100030,140,1.0,REC,PLT,54.0,434011N,0923618W,DAYL,1.5,27.0,140.0,6.0,29.6200008392334,COWX
300330,8E,1.0,REC,PLT,58.0,041338N,0112344W,DAYL,10.0,0.0,164.62222297823436,5.2,29.886443759796403,UNK
500470,MD-88,2.0,TF,PLT,47.0,301124N,0097407W,DAYL,10.0,61.0,20.0,9.0,30.1399993896484,AUTR
500470,MD-88,2.0,TF,CPLT,53.0,301124N,0097407W,DAYL,10.0,61.0,20.0,9.0,30.1399993896484,AUTR
250200,172S,1.0,REC,PLT,28.0,036222N,0095594W,DAYL,10.0,73.0,250.0,8.0,29.7099990844727,AUTR
550380,1900D,2.0,TP,PLT,46.0,362818N,0110254W,DAYL,0.5,32.0,180.0,9.0,29.9699993133545,AUTR
550380,1900D,2.0,TP,CPLT,32.0,362818N,0110254W,DAYL,0.5,32.0,180.0,9.0,29.9699993133545,AUTR
508340,210,1.0,REC,PLT,32.0,321443N,1095340W,DAYL,10.0,0.0,330.0,13.0,30.0400009155273,UNK
508330,Lancair IV-P,1.0,REC,PLT,52.0,036658N,1194052W,DAYL,10.0,77.0,100.0,14.0,30.1299991607666,UNK
500330,210L,1.0,REC,PLT,34.0,275832N,0823159W,NITE,10.0,64.0,330.0,10.0,30.0,UNK
551092,172S,1.0,REC,DSTU,57.0,393414N,0007702W,DAYL,10.0,39.0,70.0,5.0,30.2099990844727,UNK
401900,EMB-145LR,2.0,TJ,PLT,31.0,039234N,0844024W,DAYL,8.0,37.0,300.0,9.0,30.2199993133545,COMP
401900,EMB-145LR,2.0,TJ,CPLT,26.0,039234N,0844024W,DAYL,8.0,37.0,300.0,9.0,30.2199993133545,COMP
552380,PA-32-300,1.0,REC,PLT,49.0,315817N,0861723W,DAYL,10.0,61.0,228.2456513600377,9.126797460318674,29.9500007629395,TVRA
508490,Series 5 Kitfox,1.0,REC,PLT,52.0,285241N,0815627W,DAYL,10.0,48.0,164.56337723257732,7.0453697691197705,30.25,AUTR
552300,Velocity XL RG,1.0,REC,PLT,63.0,283712N,0080505W,DAYL,10.0,64.0,90.0,3.0,30.3199996948242,UNK
404360,737-300,2.0,TF,PLT,58.0,036448N,0011598W,DAYL,10.0,59.0,190.0,14.0,29.9200000762939,AUTR
404360,737-300,2.0,TF,CPLT,48.0,036448N,0011598W,DAYL,10.0,59.0,190.0,14.0,29.9200000762939,AUTR
250200,35A,2.0,TF,PLT,49.0,351250N,0805635W,NITE,8.0,52.0,180.0,10.0,29.6900005340576,COWX
250200,35A,2.0,TF,CPLT,26.0,351250N,0805635W,NITE,8.0,52.0,180.0,10.0,29.6900005340576,COWX
551092,177,1.0,REC,DSTU,46.0,302914N,0089394W,DAYL,10.0,54.0,210.0,3.0,30.2600002288818,UNK
350241,M20C,1.0,REC,PLT,35.0,335641N,1172648W,NITE,10.0,61.0,228.2456513600377,9.126797460318674,29.9500007629395,NWS
401341,B36TC,1.0,REC,PLT,48.0,373732N,1185027W,DAYL,10.0,39.0,164.62222297823436,5.2,29.886443759796403,COWX
300230,Midget Mustang M-1,1.0,REC,PLT,56.0,384851N,0106715W,DAYL,3.0,82.0,270.0,10.0,29.98929470085698,AUTR
552230,M-7-235,1.0,REC,PLT,57.0,451114N,0109162W,DAYL,10.0,36.0,130.0,10.0,29.9574221016979,UNK
450241,170B,1.0,REC,PLT,49.0,061147N,1512355W,DAYL,10.0,30.0,30.0,13.0,29.7000007629395,FSS
253200,737-7H4,2.0,TF,PLT,46.0,325043N,0096519W,DAYL,3.0,59.0,140.0,6.0,30.2700004577637,NWS
253200,737-7H4,2.0,TF,CPLT,50.0,325043N,0096519W,DAYL,3.0,59.0,140.0,6.0,30.2700004577637,NWS
153200,737-3H4,2.0,TF,PLT,52.0,325043N,0096519W,DAYL,3.0,59.0,140.0,6.0,30.2700004577637,NWS
153200,737-3H4,2.0,TF,CPLT,38.0,325043N,0096519W,DAYL,3.0,59.0,140.0,6.0,30.2700004577637,NWS
552300,390,2.0,TF,PLT,56.0,039440N,0773327W,NITE,5.0,28.0,308.3518737120961,7.6997031327805345,30.0499992370605,FSS
450470,172M,1.0,REC,PLT,42.0,003220N,0096834W,DAYL,10.0,52.0,110.0,6.0,30.0599994659424,UNK
350901,500,2.0,TJ,PLT,44.0,352820N,0097402W,DAYL,10.0,52.0,150.0,9.0,29.8600006103516,COWX
552400,170A,1.0,REC,PLT,38.0,044387N,0683757W,DAYL,10.0,36.0,200.0,3.0,30.1200008392334,AUTR
506330,Sport 2S,1.0,REC,PLT,53.0,034052N,0008778W,DAYL,10.0,52.0,300.0,8.0,30.2099990844727,TVRA
551090,PA-32-260,1.0,REC,PLT,54.0,335232N,0084187W,NITE,10.0,43.0,280.0,7.0,30.0499992370605,UNK
350240,Redback,1.0,REC,DSTU,59.0,341019N,0833338W,DAYL,10.0,52.0,310.0,5.0,30.0300006866455,UNK
552330,A320,2.0,TF,PLT,42.0,433622N,1104419W,NITE,10.0,0.0,358.0,7.0,30.082897414601103,AUTR
552330,A320,2.0,TF,CPLT,44.0,433622N,1104419W,NITE,10.0,0.0,358.0,7.0,30.082897414601103,AUTR
551230,PA-22,1.0,REC,PLT,52.0,324934N,1165821W,DAYL,12.0,57.0,122.32341708563638,7.923279526029527,30.1299991607666,AUTR
550230,PA-32-300,1.0,REC,PLT,38.0,481122N,1142248W,DAYL,10.0,43.0,165.86964040338552,5.906502317127316,30.2000007629395,UNK
450360,T210M,1.0,REC,PLT,60.0,003025N,0009240W,NDRK,2.5,59.0,330.0,11.0,30.2000007629395,FSS
452241,PA-18-150,1.0,REC,PLT,52.0,030260N,0101490W,DAYL,10.0,72.0,160.0,10.0,30.2000007629395,UNK
402341,CH 2000,1.0,REC,FLTI,35.0,333722N,1115437W,DAYL,10.0,73.0,175.27703362813648,7.568603174603174,30.2800006866455,UNK
300340,M-4,1.0,REC,PLT,61.0,372223N,1182149W,DAYL,10.0,61.0,164.62222297823436,5.2,29.886443759796403,UNK
551092,Thorpedo T211,1.0,REC,PLT,55.0,382353N,0772720W,DAYL,10.0,34.0,30.0,3.0,30.4799995422363,AUTR
552230,58P,2.0,REC,PLT,65.0,345128N,1021938W,DAYL,10.0,32.0,10.0,21.0,29.9500007629395,AUTR
350120,SR22,1.0,REC,PLT,54.0,385420N,0078198W,NITE,3.0,50.0,340.0,4.0,29.5900001525879,FSS
551092,SHA-Glasair,1.0,REC,PLT,44.0,037571N,0107543W,DAYL,10.0,32.0,219.62931979983668,5.81565365190365,30.1800003051758,AUTR
350341,Vans RV9-A,1.0,REC,PLT,59.0,402357N,0743932W,DAYL,10.0,28.0,310.0,6.0,30.3999996185303,AUTR
100030,112TCA,1.0,REC,PLT,43.0,395925N,0753455W,DAYL,10.0,50.0,270.0,4.0,30.03290917135788,AUTR
551092,PA-28R-200,1.0,REC,PLT,28.0,292026N,0982819W,DAYL,10.0,61.0,201.4219558800428,6.0,29.9500007629395,AUTR
404341,DA 20,1.0,REC,PLT,48.0,024310N,0812138W,DAYL,10.0,79.0,30.0,13.0,30.1499996185303,AUTR
100030,M20C,1.0,REC,PLT,36.0,365559N,0812254W,DAYL,10.0,39.0,300.0,9.0,30.1399993896484,FSS
452241,172,1.0,REC,PLT,36.0,027102N,0080361W,DAYL,7.0,59.0,300.0,4.0,30.0599994659424,UNK
400330,402C,2.0,REC,PLT,35.0,036370N,0011610W,NDRK,10.0,50.0,231.3214422651652,6.623941197691196,30.2700004577637,FSS
550380,172SP,1.0,REC,FLTI,37.0,405631N,0741831W,DAYL,10.0,37.0,310.0,11.0,30.2700004577637,AUTR
550380,172SP,1.0,REC,DSTU,58.0,405631N,0741831W,DAYL,10.0,37.0,310.0,11.0,30.2700004577637,AUTR
300230,SA-226AT,2.0,TP,PLT,54.0,414129N,0933359W,DAYL,0.75,30.0,30.0,7.0,29.8999996185303,AUTR
550470,150G,1.0,REC,PLT,48.0,433259N,0905249W,DAYL,10.0,21.0,180.0,15.0,30.0400009155273,AUTR
300230,Waiex,1.0,REC,PLT,62.0,029320N,0805656W,DAYL,10.0,63.0,360.0,10.0,30.1100006103516,AUTR
551092,140,1.0,REC,PLT,57.0,352910N,0845552W,DAYL,10.0,64.0,180.0,10.0,30.1200008392334,AUTR
402360,C90-1,2.0,TP,PLT,65.0,322248N,0884220W,DAYL,9.6,0.0,164.62222297823436,5.2,29.886443759796403,NWS
508241,SR22,1.0,REC,PLT,51.0,345911N,0804528W,DAYL,10.0,61.0,310.0,11.0,30.0599994659424,UNK
509240,PA-44-180,2.0,REC,FLTI,25.0,383414N,0090922W,NDRK,10.0,36.0,140.0,5.0,29.9400005340576,AUTR
509240,PA-44-180,2.0,REC,DSTU,21.0,383414N,0090922W,NDRK,10.0,36.0,140.0,5.0,29.9400005340576,AUTR
350342,150L,1.0,REC,FLTI,25.0,332739N,1114342W,DAYL,35.0,59.0,240.0,6.0,30.1299991607666,AUTR
350342,150L,1.0,REC,DSTU,40.0,332739N,1114342W,DAYL,35.0,59.0,240.0,6.0,30.1299991607666,AUTR
552230,140,1.0,REC,DSTU,48.0,355412N,0892350W,DAYL,10.0,43.0,180.0,3.0,30.1499996185303,UNK
550361,180,1.0,REC,PLT,57.0,345457N,0815723W,DAYL,10.0,63.0,260.0,9.0,29.9799995422363,AUTR
402341,150F,1.0,REC,PLT,65.0,363638N,0834414W,DAYL,10.0,72.0,180.0,15.0,29.8600006103516,UNK
301470,185,1.0,REC,PLT,56.0,006300N,0015600W,DAYL,2.0,34.0,60.0,10.0,30.057902800078,UNK
350337,G-164B,1.0,TP,PLT,57.0,046335N,1165534W,DAYL,10.0,39.0,70.0,7.0,30.5900001525879,UNK
251330,NA-265-80,2.0,TF,PLT,34.0,261154N,0801048W,DAYL,10.0,81.0,130.0,10.0,30.1200008392334,AUTR
251330,NA-265-80,2.0,TF,CPLT,34.0,261154N,0801048W,DAYL,10.0,81.0,130.0,10.0,30.1200008392334,AUTR
551092,172N,1.0,REC,DSTU,65.0,323036N,0083462W,DAYL,10.0,54.0,250.0,8.0,30.2700004577637,AUTR
300900,1900D,2.0,TP,PLT,33.0,365533N,1112654W,DAYL,10.0,66.0,30.0,5.0,30.0100002288818,AUTR
300900,1900D,2.0,TP,CPLT,26.0,365533N,1112654W,DAYL,10.0,66.0,30.0,5.0,30.0100002288818,AUTR
551092,172R,1.0,REC,DSTU,27.0,373018N,0771910W,DAYL,10.0,46.0,330.0,12.0,30.2900009155273,NWS
404341,P210N,1.0,REC,PLT,61.0,039360N,0010460W,DAYL,10.0,61.0,104.60833333333332,13.0,29.6700000762939,AUTR
350240,PA 28-161,1.0,REC,PLT,64.0,027442N,0082280W,NITE,10.0,57.0,340.0,9.0,30.1900005340576,UNK
550230,G-164A,1.0,REC,PLT,43.0,461647N,0118732W,DAYL,10.0,45.0,220.0,7.747455326627196,30.1200008392334,TVRA
450240,7GCAA,1.0,REC,FLTI,55.0,037400N,0121184W,DAYL,10.0,63.0,340.0,7.0,30.1499996185303,UNK
450240,7GCAA,1.0,REC,DSTU,35.0,037400N,0121184W,DAYL,10.0,63.0,340.0,7.0,30.1499996185303,UNK
552330,737-524,2.0,TF,PLT,50.0,030026N,0951849W,DUSK,10.0,79.0,170.0,16.0,29.8400001525879,AUTR
552330,737-524,2.0,TF,CPLT,43.0,030026N,0951849W,DUSK,10.0,79.0,170.0,16.0,29.8400001525879,AUTR
552230,2T-1A-2,1.0,REC,PLT,61.0,322648N,0111010W,DAYL,10.0,73.0,280.0,16.0,29.8999996185303,AUTR
402401,PA-32,1.0,REC,PLT,52.0,059370N,1573042W,DAYL,2.0,34.0,130.0,15.0,29.6700000762939,AUTR
350341,Vans RV8,1.0,REC,PLT,61.0,002941N,0081172W,DAYL,10.0,79.0,185.8610068578996,4.0,30.1399993896484,UNK
552094,402B,2.0,REC,PLT,44.0,261148N,0801012W,DAYL,10.0,90.0,240.0,14.0,29.8999996185303,NET
402340,A36,1.0,REC,PLT,47.0,335935N,0083110W,DAYL,10.0,43.0,280.0,17.0,29.7900009155273,NWS
402340,A36,1.0,REC,CPLT,49.0,335935N,0083110W,DAYL,10.0,43.0,280.0,17.0,29.7900009155273,NWS
350241,Rans S-12,1.0,REC,PLT,65.0,321428N,0811225W,DAYL,9.0,79.0,240.0,8.0,30.0599994659424,NWS
350341,35-C33A,1.0,REC,PLT,51.0,343927N,1122517W,DAYL,10.0,45.0,210.0,6.0,29.8700008392334,AUTR
450600,BE-76,2.0,REC,FLTI,34.0,342034N,0085917W,DAYL,10.0,72.0,170.0,7.0,30.0499992370605,UNK
450600,BE-76,2.0,REC,DSTU,24.0,342034N,0085917W,DAYL,10.0,72.0,170.0,7.0,30.0499992370605,UNK
402340,PA-28-180,1.0,REC,PLT,44.0,034929N,0100103W,DAYL,10.0,81.0,170.0,6.0,29.7600002288818,FSS
251900,SA227-AC,2.0,TP,PLT,28.0,535425N,1663257W,DAYL,9.0,45.0,130.0,37.0,29.32980022430419,COMP
251900,SA227-AC,2.0,TP,CPLT,26.0,535425N,1663257W,DAYL,9.0,45.0,130.0,37.0,29.32980022430419,COMP
300230,A-1B,1.0,REC,PLT,40.0,335924N,0834313W,DUSK,10.0,54.0,290.0,14.0,30.1299991607666,UNK
508400,182Q,1.0,REC,PLT,59.0,038206N,0814354W,DAYL,10.0,64.0,200.0,5.0,30.1200008392334,AUTR
350901,CL-600-2B16,2.0,TF,PLT,36.0,384820N,0104422W,DAYL,10.0,0.0,164.62222297823436,5.2,29.886443759796403,UNK
350901,CL-600-2B16,2.0,TF,CPLT,41.0,384820N,0104422W,DAYL,10.0,0.0,164.62222297823436,5.2,29.886443759796403,UNK
300230,170B,1.0,REC,PLT,44.0,040276N,0010504W,DAYL,10.0,55.0,230.0,3.0,29.8600006103516,AUTR
552230,PA-22,1.0,REC,PLT,46.0,038842N,0009851W,DUSK,10.0,55.0,300.0,5.0,30.1700000762939,NET
550470,G-21A,2.0,REC,PLT,37.0,053541N,0166320W,DAYL,10.0,30.0,300.0,9.0,29.8799991607666,NWS
509240,Sea Wing,1.0,REC,PLT,65.0,030158N,0825527W,DAYL,10.0,57.0,340.0,5.0,30.0699996948242,NET
551400,180H,1.0,REC,PLT,31.0,393035N,1071855W,DAYL,10.0,46.0,300.0,11.0,30.1399993896484,AUTR
551092,PA32-301FT,1.0,REC,PLT,46.0,021197N,1575521W,DAYL,10.0,82.0,70.0,15.0,30.0699996948242,AUTR
550095,PA24-260,1.0,REC,PLT,57.0,264059N,0080544W,DAYL,10.0,75.0,170.0,8.0,29.9599990844727,FSS
508470,PA 32-300,1.0,REC,PLT,61.0,284213N,0813432W,DAYL,10.0,73.0,310.0,6.0,30.0599994659424,UNK
550400,PA-38-112,1.0,REC,DSTU,40.0,421126N,0711023W,DAYL,10.0,37.0,310.0,16.0,30.1399993896484,UNK
401340,RV6,1.0,REC,PLT,61.0,451449N,1224620W,DAYL,10.0,45.0,190.0,10.0,30.3799991607666,UNK
402120,SR22,1.0,REC,PLT,52.0,341526N,0117033W,NITE,10.0,32.0,240.0,8.0,29.7900009155273,AUTR
253230,PA-28-181,1.0,REC,PLT,43.0,472942N,1224628W,DAYL,10.0,45.0,190.0,14.0,30.2900009155273,FSS
350341,J5A,1.0,REC,PLT,30.0,061326N,1494830W,DAYL,10.0,30.0,200.0,4.0,30.021239697744114,FSS
100900,Lancair Legacy,1.0,REC,PLT,44.0,275912N,0008217W,DAYL,15.0,66.0,350.0,10.0,30.0300006866455,FSS
500360,B300,2.0,TP,PLT,49.0,033130N,0087360W,DAYL,2.0,68.0,320.0,25.0,29.8600006103516,AUTR
500360,B300,2.0,TP,CPLT,29.0,033130N,0087360W,DAYL,2.0,68.0,320.0,25.0,29.8600006103516,AUTR
402340,T-28C,1.0,REC,PLT,44.0,351238N,1135232W,DAYL,50.0,64.0,164.62222297823436,5.2,29.886443759796403,AUTR
452341,PA-18-150,1.0,REC,PLT,60.0,483147N,0121450W,DAYL,10.0,50.0,164.62222297823436,5.2,29.886443759796403,AUTR
300341,PA32,1.0,REC,PLT,47.0,343255N,0089127W,DAYL,10.0,43.0,250.0,5.0,30.2299995422363,NET
650470,G-164B,1.0,REC,PLT,62.0,291038N,0095268W,DAYL,10.0,54.0,120.0,3.0,30.1000003814697,COMP
450240,PA-25-260,1.0,REC,PLT,33.0,255425N,0801642W,DAYL,10.0,75.0,90.0,17.0,30.2000007629395,UNK
402337,CH 601 XL RTF,1.0,REC,PLT,63.0,281046N,0814912W,DAYL,15.0,81.0,30.0,4.0,30.0,UNK
300230,8A,1.0,REC,PLT,54.0,452144N,0068325W,DAYL,10.0,43.0,20.0,5.0,30.4599990844727,UNK
300230,8A,1.0,REC,OTHR,51.0,452144N,0068325W,DAYL,10.0,43.0,20.0,5.0,30.4599990844727,UNK
402341,Challenger I,1.0,REC,PLT,61.0,334723N,0082541W,DAYL,10.0,70.0,330.0,3.0,30.1200008392334,UNK
504282,RV-10,1.0,REC,PLT,63.0,322159N,0085858W,DAYL,9.0,64.0,181.2159526312886,3.0,30.0400009155273,NWS
504282,RV-10,1.0,REC,PLT,64.0,322159N,0085858W,DAYL,9.0,64.0,181.2159526312886,3.0,30.0400009155273,NWS
300340,150L,1.0,REC,FLTI,29.0,038150N,1202452W,DAYL,10.0,70.0,300.0,10.0,29.95046322557561,AUTR
350240,G-164B,1.0,REC,PLT,44.0,465131N,1172450W,DAYL,10.0,34.0,90.0,16.0,30.5499992370605,COWX
550095,177RG,1.0,REC,PLT,23.0,403032N,1221736W,DAYL,10.0,57.0,239.3438422395858,3.0,29.9500007629395,NWS
450470,Challenger II,1.0,REC,PLT,45.0,362438N,0903448W,DAYL,10.0,68.0,300.0,11.0,29.8899993896484,AUTR
551230,PA-28R-201,1.0,REC,PLT,28.0,334128N,1125412W,DAYL,10.0,79.0,190.0,5.0,29.8099994659424,UNK
450241,150J,1.0,REC,FLTI,38.0,038323N,0119543W,DAYL,10.0,79.0,179.51483359818138,4.0,29.8999996185303,NWS
450241,150J,1.0,REC,PLT,56.0,038323N,0119543W,DAYL,10.0,79.0,179.51483359818138,4.0,29.8999996185303,NWS
550380,510,2.0,TF,PLT,57.0,033741N,1171648W,DAYL,8.0,57.0,130.0,8.0,29.9500007629395,FSS
552230,172M,1.0,REC,DSTU,21.0,384411N,0112556W,DAYL,10.0,46.0,30.0,3.0,30.06324400090981,UNK
350241,Lancair IV-P,1.0,REC,PLT,27.0,332653N,1114414W,DAYL,30.0,61.0,100.0,8.0,29.8700008392334,NWS
350241,Lancair IV-P,1.0,REC,CPLT,27.0,332653N,1114414W,DAYL,30.0,61.0,100.0,8.0,29.8700008392334,NWS
552337,180,1.0,REC,PLT,48.0,373514N,0109297W,DAYL,10.0,55.0,216.09013850211167,4.0,29.89151715970564,AUTR
450240,P206,1.0,REC,PLT,32.0,003749N,0093539W,DAYL,10.0,63.0,290.0,10.0,29.9400005340576,UNK
350400,PA-28-181,1.0,REC,PLT,53.0,033425N,1085137W,DAYL,10.0,52.0,280.0,11.0,30.0900001525879,AUTR
452600,Lake LA-250,1.0,REC,FLTI,43.0,004370N,0076829W,DAYL,10.0,77.0,163.2310497278941,11.423080041690334,30.0,NET
452600,Lake LA-250,1.0,REC,DSTU,64.0,004370N,0076829W,DAYL,10.0,77.0,163.2310497278941,11.423080041690334,30.0,NET
509240, C-23,1.0,REC,PLT,57.0,034229N,0942334W,DAYL,10.0,70.0,140.0,8.0,29.98475392628876,AUTR
550230,PA-28-236,1.0,REC,PLT,50.0,412858N,1203355W,DAYL,9.4,54.0,240.0,20.0,29.77740661829993,UNK
551090,7GCBC,1.0,REC,FLTI,50.0,063730N,0142316W,DAYL,10.0,34.0,209.92835497835492,5.571285714285713,29.7199993133545,TVRA
