Occurrence_Code,acft_model,num_eng,eng_type,crew_category,crew_age,latitude,longitude,light_cond,vis_sm,wx_temp,wind_dir_deg,wind_vel_kts,altimeter,code
253230,172P,1.0,REC,PLT,48.0,355822N,0011584W,DAYL,10.0,72.0,190.0,21.0,29.7000007629395,AUTR
300470,M18,1.0,REC,PLT,24.0,271724N,0812136W,DAYL,10.0,75.0,60.0,3.0,30.0400009155273,UNK
500240,VAN/RV8A,1.0,REC,PLT,61.0,027300N,0081240W,DAYL,10.0,81.0,40.0,7.0,30.0200004577637,UNK
550330,CL-600-2B19,2.0,TF,PLT,52.0,034321N,0117364W,DAYL,10.0,57.0,250.0,9.0,29.8199996948242,COMP
550330,CL-600-2B19,2.0,TF,CPLT,25.0,034321N,0117364W,DAYL,10.0,57.0,250.0,9.0,29.8199996948242,COMP
401333,TBM,1.0,TP,PLT,55.0,373729N,1194110W,DAYL,10.0,64.0,207.79357594418573,7.0,29.9300003051758,UNK
300300,S2R-R1340,1.0,TP,PLT,34.0,343228N,0912029W,DAYL,10.0,88.0,200.0,10.0,29.9300003051758,NET
452240,KITFOX SPEEDSTER,1.0,REC,PLT,45.0,414231N,0842229W,DAYL,10.0,82.0,186.12202541896283,6.0,30.0699996948242,AUTR
551090,152,1.0,REC,DSTU,20.0,372249N,0120345W,DAYL,10.0,70.0,240.0,6.0,30.0599994659424,UNK
350150,PA-28-161,1.0,REC,DSTU,61.0,331619N,1114817W,DAYL,40.0,73.0,223.2321167436722,7.933242784992785,29.8799991607666,UNK
350150,PA-28-161,1.0,REC,FLTI,53.0,331619N,1114817W,DAYL,40.0,73.0,223.2321167436722,7.933242784992785,29.8799991607666,UNK
552230,172S,1.0,REC,PLT,49.0,031428N,0812540W,DAYL,10.0,81.0,220.0,5.0,30.1100006103516,COWX
452470,PA23,2.0,REC,PLT,40.0,025420N,0791555W,DAYL,10.0,0.0,280.0,20.0,29.90143388303121,UNK
402341,337G,2.0,REC,PLT,65.0,029480N,0082360W,DAYL,10.0,88.0,330.0,6.0,29.7600002288818,UNK
551230,PA-28R-200,1.0,REC,PLT,31.0,037526N,1133535W,DAYL,10.0,81.0,240.0,19.0,29.8199996948242,AUTR
551240,EUROFOX LSA,1.0,REC,PLT,63.0,311137N,0972426W,DAYL,10.0,75.0,186.445394866835,6.34944481451641,30.0300006866455,AUTR
506342,T-28A,1.0,REC,PLT,41.0,035367N,0974222W,DAYL,10.0,82.0,8.0,9.0,29.9400005340576,AUTR
506342,T-28A,1.0,REC,FLTI,48.0,035367N,0974222W,DAYL,10.0,82.0,8.0,9.0,29.9400005340576,AUTR
100050,560XL,2.0,TF,PLT,37.0,004141N,0734227W,DAYL,10.0,66.0,241.32176768130216,7.185322093610832,29.9699993133545,NWS
100050,560XL,2.0,TF,CPLT,47.0,004141N,0734227W,DAYL,10.0,66.0,241.32176768130216,7.185322093610832,29.9699993133545,NWS
508191,PA-28-181,1.0,REC,PLT,49.0,037272N,0122558W,DAYL,30.0,68.0,310.0,12.0,30.1700000762939,AUTR
551490,PRGSV AERDYN SEA REY,1.0,REC,FLTI,65.0,039504N,0751919W,DAYL,10.0,72.0,210.0,5.0,29.9599990844727,NET
551490,PRGSV AERDYN SEA REY,1.0,REC,DSTU,30.0,039504N,0751919W,DAYL,10.0,72.0,210.0,5.0,29.9599990844727,NET
552300,182H,1.0,REC,PLT,57.0,036215N,0841825W,DAYL,10.0,73.0,200.0,3.0,30.0499992370605,NWS
508000,VANS RV-6A,1.0,REC,PLT,49.0,322739N,0974239W,DAYL,10.0,90.0,265.1732548105144,10.08408225108225,29.9799995422363,UNK
452270,7GCBC,1.0,REC,PLT,37.0,445450N,0097917W,DAYL,10.0,84.0,170.0,20.0,29.7700004577637,UNK
350341,VANS RV-4,1.0,REC,PLT,49.0,355849N,0954836W,DAYL,8.0,79.0,150.0,4.0,29.8799991607666,UNK
450241,VL-3 LSA,1.0,REC,DSTU,49.0,033450N,0973337W,DAYL,10.0,79.0,204.35765068265067,10.990770983918043,29.7600002288818,UNK
450241,VL-3 LSA,1.0,REC,FLTI,63.0,033450N,0973337W,DAYL,10.0,79.0,204.35765068265067,10.990770983918043,29.7600002288818,UNK
100030,182A,1.0,REC,PLT,49.0,424925N,0088540W,DAYL,9.0,73.0,160.0,8.0,29.7600002288818,AUTR
552470,RANS S-6S COYOTE II,1.0,REC,PLT,49.0,383037N,1115253W,DAYL,20.0,70.0,30.0,12.0,30.0057785137291,AUTR
500600,C24R,1.0,REC,PLT,34.0,433352N,1161322W,DAYL,10.0,57.0,270.0,8.0,30.1900005340576,UNK
500600,C24R,1.0,REC,FLTI,38.0,433352N,1161322W,DAYL,10.0,57.0,270.0,8.0,30.1900005340576,UNK
552230,PA-22-150,1.0,REC,PLT,34.0,612028N,1485955W,DAYL,10.0,63.0,140.0,7.0,30.0300006866455,NET
402401,PA-34-220T,2.0,REC,PLT,60.0,047032N,0112499W,DAYL,10.0,45.0,163.2310497278941,11.423080041690334,30.0,UNK
300490,PA-22-160,1.0,REC,PLT,21.0,602419N,1534837W,DAYL,30.0,66.0,360.0,6.0,29.5100002288818,NET
402341,Eagle DW-1,1.0,REC,PLT,27.0,047390N,0012030W,DAYL,10.0,63.0,320.0,10.0,29.8700008392334,UNK
300470,TUKAN,1.0,REC,PLT,52.0,432958N,1153240W,DAYL,10.0,50.0,183.3730152123169,5.347630952380954,30.1499996185303,UNK
508192,172H,1.0,REC,PLT,59.0,026421N,0008099W,DUSK,10.0,82.0,130.0,12.0,29.9500007629395,FSS
500341,RV-9A,1.0,REC,PLT,56.0,374232N,0772611W,DAYL,10.0,86.0,210.0,10.0,29.9300003051758,UNK
551092,172S,1.0,REC,PLT,27.0,395037N,0855349W,DAYL,10.0,79.0,163.26709819071118,7.308018689643688,29.9400005340576,AUTR
100010,U206F,1.0,REC,PLT,33.0,611256N,0149522W,DAYL,10.0,59.0,200.0,9.0,29.4699993133545,UNK
552300,182D,1.0,REC,PLT,32.0,445733N,0007428W,DAYL,10.0,64.0,310.0,7.0,29.8799991607666,FSS
350241,J3C-65,1.0,REC,PLT,25.0,003387N,0009518W,DAYL,7.9,95.0,340.0,5.0,30.031634342006583,AUTR
550400,M20M,1.0,REC,PLT,60.0,413059N,0825210W,DUSK,10.0,79.0,320.0,7.0,29.7600002288818,AUTR
300240,RANS S6ES,1.0,REC,PLT,35.0,322312N,0955054W,DAYL,9.6,0.0,164.62222297823436,5.2,29.886443759796403,UNK
350340,S-2B,1.0,REC,PLT,53.0,035352N,1015058W,DAYL,10.0,75.0,170.0,11.0,29.98379533370256,UNK
300030,182P,1.0,REC,PLT,65.0,375655N,0804259W,DAYL,10.0,77.0,260.0,4.0,30.0,NET
401470,172H,1.0,REC,PLT,20.0,040501N,1114921W,DAYL,10.0,72.0,340.0,5.0,30.1299991607666,NET
251200,A330-323,2.0,TF,PLT,61.0,351249N,0805656W,DAYL,10.0,81.0,280.0,4.0,29.8700008392334,COMP
251200,A330-323,2.0,TF,CPLT,51.0,351249N,0805656W,DAYL,10.0,81.0,280.0,4.0,29.8700008392334,COMP
153200,A321-231,2.0,TF,PLT,56.0,351249N,0805656W,DAYL,10.0,81.0,280.0,4.0,29.8700008392334,COMP
153200,A321-231,2.0,TF,CPLT,53.0,351249N,0805656W,DAYL,10.0,81.0,280.0,4.0,29.8700008392334,COMP
450120,G35,1.0,REC,PLT,38.0,039425N,0107959W,DAYL,10.0,54.0,160.0,5.0,30.3700008392334,UNK
350342,150M,1.0,REC,FLTI,24.0,264741N,0804145W,DAYL,10.0,95.0,140.0,7.0,29.9699993133545,AUTR
350342,150M,1.0,REC,PLT,64.0,264741N,0804145W,DAYL,10.0,95.0,140.0,7.0,29.9699993133545,AUTR
100050,TANGO,1.0,REC,PLT,62.0,281311N,0824511W,DAYL,10.0,88.0,290.0,10.0,29.9300003051758,NWS
350600,60,2.0,REC,PLT,48.0,036140N,0076341W,DAYL,10.0,73.0,228.2456513600377,9.126797460318674,29.9500007629395,AUTR
551092,PA-28R-180,1.0,REC,PLT,46.0,355213N,0097579W,DAYL,10.0,82.0,70.0,11.0,30.0200004577637,UNK
508900,Kitfox IV,1.0,REC,PLT,58.0,442832N,0093059W,DAYL,10.0,66.0,110.0,3.0,30.0499992370605,AUTR
100030,337,2.0,REC,PLT,62.0,043440N,0103374W,DAYL,10.0,63.0,340.0,5.0,30.0200004577637,AUTR
551090,172S,1.0,REC,PLT,46.0,391932N,0762449W,DUSK,10.0,84.0,150.0,7.0,29.7999992370605,AUTR
551096,B75N1,1.0,REC,PLT,55.0,038518N,0077216W,DAYL,10.0,0.0,350.0,15.0,29.908908074702904,TVRA
452220,7ECA,1.0,REC,PLT,26.0,474327N,0973526W,DUSK,10.0,57.0,270.0,3.0,30.0,AUTR
552230,305A,1.0,REC,PLT,20.0,395538N,0741732W,DAYL,10.0,73.0,330.0,13.0,30.0400009155273,AUTR
402341,177RG,1.0,REC,PLT,39.0,392036N,0812211W,DAYL,10.0,66.0,270.0,4.0,30.0200004577637,AUTR
250470,180,1.0,REC,PLT,45.0,603532N,0152948W,DAYL,10.0,55.0,310.0,6.56,30.003065537606144,NWS
350341,210L,1.0,REC,PLT,30.0,275831N,0823159W,NITE,10.0,86.0,70.0,8.0,30.0400009155273,COMP
552230,2T-1A-2,1.0,REC,FLTI,59.0,033168N,1114840W,DAYL,35.0,81.0,138.6792286300042,8.66356212977769,29.9300003051758,UNK
452470,AT602,1.0,TP,PLT,34.0,036199N,0903615W,DAYL,10.0,84.0,210.0,5.0,29.9699993133545,UNK
552094,PA-44-180,2.0,REC,FLTI,29.0,035405N,0955655W,DAYL,10.0,84.0,200.0,8.0,29.8999996185303,AUTR
300341,8F,1.0,REC,PLT,62.0,363518N,0933949W,DAYL,8.2,0.0,164.62222297823436,5.2,29.886443759796403,COWX
100040,PA-46-310P,1.0,REC,PLT,41.0,034321N,0117364W,DAYL,10.0,72.0,260.0,8.0,29.8500003814697,UNK
100040,PA-46-310P,1.0,REC,FLTI,63.0,034321N,0117364W,DAYL,10.0,72.0,260.0,8.0,29.8500003814697,UNK
100030,PA-32R-300,1.0,REC,PLT,50.0,034727N,1091729W,DAYL,10.0,77.0,170.0,24.0,29.9799995422363,UNK
552230,UKC-S,1.0,REC,PLT,57.0,473148N,0122187W,DAYL,10.0,64.0,30.0,8.0,30.2199993133545,AUTR
350337,1900D,2.0,TP,PLT,24.0,395142N,1044023W,DAYL,2.0,50.0,10.0,7.0,30.1700000762939,UNK
350337,1900D,2.0,TP,CPLT,29.0,395142N,1044023W,DAYL,2.0,50.0,10.0,7.0,30.1700000762939,UNK
650470,PA-28-181,1.0,REC,PLT,45.0,034150N,0094100W,DAYL,10.0,81.0,170.0,3.0,30.0499992370605,UNK
452470,AT-402B,1.0,TP,PLT,56.0,335120N,0801226W,DAYL,10.0,91.0,205.377231209144,6.0,29.9200000762939,UNK
452470,G-164B,1.0,REC,PLT,52.0,382215N,1213927W,DAYL,10.0,79.0,350.0,6.0,30.0,AUTR
402240,A36,1.0,REC,PLT,64.0,004275N,0944815W,DAYL,10.0,68.0,20.0,8.0,29.9799995422363,UNK
552230,188B,1.0,REC,PLT,49.0,431233N,1122058W,DAYL,10.0,64.0,170.0,4.0,30.1200008392334,NWS
551390,PA-28R-200,1.0,REC,PLT,47.0,295017N,0955658W,DAYL,10.0,90.0,280.0,8.0,29.7199993133545,AUTR
450240,COYOTE II S6,1.0,REC,PLT,44.0,385411N,1212020W,DUSK,10.0,84.0,170.0,6.0,29.7900009155273,UNK
402341,PA-23,2.0,REC,PLT,29.0,044034N,0922813W,NITE,10.0,64.0,120.0,7.0,30.0200004577637,UNK
301470,W-8,1.0,REC,PLT,56.0,403759N,0093548W,DAYL,10.0,73.0,183.0825172375036,3.0,29.9300003051758,NWS
500241,T310R,2.0,REC,PLT,49.0,033287N,1053031W,DAYL,10.0,77.0,50.0,5.0,30.2199993133545,UNK
990000,172,1.0,REC,PLT,63.0,444429N,0853456W,NR,10.0,0.0,164.62222297823436,5.2,29.886443759796403,UNK
552096,G-164B,1.0,REC,PLT,37.0,036466N,0088352W,DAYL,10.0,86.0,166.279711912921,6.800467372113911,30.0599994659424,AUTR
500341,7AC,1.0,REC,PLT,29.0,032580N,0825010W,DAYL,10.0,84.0,310.0,6.0,30.1200008392334,UNK
402341,RV-4,1.0,REC,PLT,49.0,344413N,0802334W,DAYL,10.0,84.0,182.1702255368382,6.791559076759154,29.9599990844727,NET
350342,A4-C,1.0,REC,PLT,52.0,040723N,0105957W,DAYL,50.0,75.0,164.62222297823436,5.2,29.886443759796403,COWX
508191,401,2.0,REC,PLT,30.0,415534N,0070422W,DAYL,10.0,77.0,210.0,12.0,30.0400009155273,AUTR
508191,J3C-65,1.0,REC,PLT,23.0,342841N,0093546W,DAYL,10.0,88.0,210.0,4.0,30.0599994659424,AUTR
508191,J3C-65,1.0,REC,PLT,64.0,342841N,0093546W,DAYL,10.0,88.0,210.0,4.0,30.0599994659424,AUTR
551270,PULSAR III,1.0,REC,PLT,62.0,038522N,0088723W,DAYL,10.0,84.0,190.0,4.0,29.9799995422363,UNK
250230,180,1.0,REC,PLT,34.0,004595N,1145932W,DAYL,10.0,50.0,197.19051774256303,6.241436798708538,30.1100006103516,UNK
350342,PA-28-140,1.0,REC,PLT,60.0,384411N,0112556W,DAYL,10.0,82.0,76.78,11.31,28.5100002288818,AUTR
552230,108-1,1.0,REC,PLT,64.0,461952N,1112857W,DAYL,10.0,66.0,192.34634669754263,4.0,30.0200004577637,NET
508341,T210L,1.0,REC,PLT,42.0,004183N,0077261W,DAYL,10.0,70.0,250.0,6.0,30.1000003814697,UNK
551380,172N,1.0,REC,PLT,35.0,041717N,0742154W,DAYL,10.0,88.0,168.2192877589298,6.0,29.8600006103516,NET
551380,172N,1.0,REC,DSTU,43.0,041717N,0742154W,DAYL,10.0,88.0,168.2192877589298,6.0,29.8600006103516,NET
552300,525A,2.0,TF,PLT,63.0,423550N,0951426W,DAYL,10.0,66.0,250.0,7.0,30.0,NET
552230,7GCBC,1.0,REC,PLT,54.0,293022N,0952837W,DAYL,10.0,90.0,163.2310497278941,11.423080041690334,30.0,AUTR
552230,150G,1.0,REC,FLTI,23.0,035323N,0085354W,DAYL,10.0,90.0,300.0,3.0,30.1200008392334,NET
552230,150G,1.0,REC,DSTU,57.0,035323N,0085354W,DAYL,10.0,90.0,300.0,3.0,30.1200008392334,NET
402120,A36,1.0,REC,PLT,54.0,353714N,1124824W,NITE,10.0,63.0,120.0,3.0,30.2000007629395,AUTR
551092,172,1.0,REC,FLTI,38.0,029320N,0805656W,DAYL,10.0,73.0,80.0,5.0,30.1000003814697,FSS
551092,172,1.0,REC,DSTU,42.0,029320N,0805656W,DAYL,10.0,73.0,80.0,5.0,30.1000003814697,FSS
402337,11A,1.0,REC,PLT,40.0,037230N,0120390W,DAWN,10.0,84.0,320.0,18.0,29.8199996948242,AUTR
450240,172N,1.0,REC,PLT,59.0,038255N,1203920W,DAWN,10.0,72.0,330.0,10.0,29.9300003051758,UNK
500110,R182RG,1.0,REC,PLT,38.0,035225N,1063633W,DAYL,10.0,93.0,190.0,12.0,29.9799995422363,UNK
551330,SPORTCRUISER,1.0,REC,DSTU,55.0,422151N,0074357W,DAYL,10.0,84.0,181.2159526312886,3.0,30.0400009155273,UNK
552300,SR20,1.0,REC,PLT,61.0,424428N,0007837W,DAYL,10.0,79.0,10.0,4.0,30.1000003814697,AUTR
500192,172F,1.0,REC,PLT,59.0,382913N,0121610W,NITE,10.0,64.0,140.0,5.0,29.8199996948242,AUTR
552230,SNJ-4,1.0,REC,FLTI,54.0,364056N,0076366W,DAYL,10.0,90.0,290.0,6.0,29.9500007629395,UNK
300300,AT-402B,1.0,TP,PLT,58.0,393056N,0895213W,DAYL,10.0,88.0,240.0,6.0,30.0300006866455,UNK
551092,GTE,1.0,REC,PLT,64.0,044959N,0883357W,DAYL,10.0,70.0,220.0,3.0,29.9200000762939,AUTR
450240,CallAir,1.0,REC,PLT,34.0,403754N,1115957W,DAYL,10.0,84.0,350.0,10.0,30.0100002288818,UNK
100030,11E,1.0,REC,PLT,35.0,029158N,0082400W,DAYL,10.0,91.0,50.0,6.0,30.0499992370605,FSS
100030,11E,1.0,REC,OTHR,53.0,029158N,0082400W,DAYL,10.0,91.0,50.0,6.0,30.0499992370605,FSS
552300,LUSCOMBE 8A,1.0,REC,DSTU,34.0,038922N,0078957W,DAYL,10.0,86.0,170.0,4.0,30.0,AUTR
551092,Sonex,1.0,REC,PLT,58.0,026558N,0815927W,DAYL,10.0,90.0,180.0,7.0,29.9599990844727,NWS
300490,DHC-2 MK. I(L20A),1.0,REC,PLT,58.0,059824N,1553318W,DAYL,10.0,46.0,190.0,10.0,29.9699993133545,AUTR
350060,152,1.0,REC,PLT,44.0,385055N,0090300W,DAYL,10.0,90.0,189.00335568022248,4.0,29.9599990844727,AUTR
550241,M20F,1.0,REC,DSTU,52.0,033297N,1014828W,DAYL,10.0,95.0,160.0,15.0,29.8899993896484,AUTR
508900,PA-28-151,1.0,REC,PLT,36.0,422611N,0093528W,DAYL,10.0,57.0,175.27703362813648,7.568603174603174,30.2800006866455,COWX
452440,PA-36-285,1.0,REC,PLT,45.0,412626N,0962924W,DAYL,10.0,90.0,160.0,15.0,29.8799991607666,UNK
500401,PA-28-181,1.0,REC,PLT,20.0,421137N,0732327W,NDRK,0.0,66.0,219.6073809523809,14.65,29.6499996185303,COWX
300240,175,1.0,REC,PLT,52.0,461124N,0943411W,DAYL,10.0,81.0,290.0,15.0,29.6100006103516,UNK
400330,P2V-5,2.0,REC,CPLT,52.0,395431N,0010572W,DAYL,10.0,0.0,164.62222297823436,5.2,29.886443759796403,AUTR
300240,180,1.0,REC,PLT,47.0,602721N,1502930W,DAYL,10.0,54.0,213.9400807344829,8.520918803418802,29.8899993896484,NET
550330,180K,1.0,REC,PLT,57.0,383414N,0090922W,DAYL,10.0,93.0,200.0,6.0,29.8099994659424,AUTR
503190,PA28R,1.0,REC,FLTI,23.0,031293N,0971835W,DAYL,10.0,79.0,20.0,8.0,29.9599990844727,AUTR
503190,PA28R,1.0,REC,PLT,26.0,031293N,0971835W,DAYL,10.0,79.0,20.0,8.0,29.9599990844727,AUTR
452342,AT-602,1.0,TP,PLT,50.0,351340N,0091535W,DAYL,10.0,88.0,210.0,8.0,29.9699993133545,UNK
402341,U206G,1.0,REC,PLT,56.0,593854N,1552512W,DAYL,10.0,54.0,100.0,10.0,29.7900009155273,COMP
300470,PA-20,1.0,REC,PLT,60.0,035240N,0093357W,DAYL,10.0,91.0,190.0,3.0,29.7199993133545,UNK
100040,LANCAIR IV,1.0,REC,PLT,42.0,433830N,0116388W,DAYL,10.0,88.0,40.0,7.0,29.9400005340576,AUTR
552230,J3C-65,1.0,REC,PLT,25.0,325718N,0841550W,DAYL,10.0,90.0,240.0,10.0,29.8999996185303,AUTR
350470,175,1.0,REC,PLT,35.0,412349N,0111417W,DAYL,10.0,88.0,170.0,15.0,29.9699993133545,NET
551300,DA 40,1.0,REC,PLT,57.0,404336N,0732429W,DAYL,10.0,77.0,240.0,11.0,30.0200004577637,FSS
552230,LAKE LA-4-200,1.0,REC,PLT,63.0,048814N,0123646W,DAYL,10.0,54.0,290.0,3.0,30.0699996948242,UNK
551090,172M,1.0,REC,DSTU,24.0,422855N,1142916W,DAYL,10.0,82.0,290.0,6.0,29.8600006103516,AUTR
402271,EMB-145LR,2.0,TF,PLT,60.0,324353N,0912558W,DUSK,10.0,99.0,100.0,7.0,29.7999992370605,COMP
402271,EMB-145LR,2.0,TF,PLT,31.0,324353N,0912558W,DUSK,10.0,99.0,100.0,7.0,29.7999992370605,COMP
401341,F33A,1.0,REC,PLT,56.0,003958N,0095181W,DAYL,9.0,68.0,110.0,6.0,30.2600002288818,UNK
450241,AT-6,1.0,REC,PLT,57.0,302159N,0086240W,DAYL,10.0,84.0,70.0,6.0,30.0499992370605,UNK
551370,SR22,1.0,REC,PLT,55.0,035527N,0822030W,DAYL,10.0,72.0,152.3781086886969,7.147714285714283,30.2999992370605,NET
350120,421B,2.0,REC,PLT,59.0,030243N,1033957W,NDRK,10.0,70.0,210.0,5.0,30.0400009155273,FSS
450000,172P,1.0,REC,PLT,51.0,363421N,0762035W,DAYL,10.0,95.0,210.0,5.0,30.0400009155273,UNK
500900,182P,1.0,REC,PLT,53.0,332421N,1182336W,DAYL,5.0,70.0,190.0,8.0,29.8500003814697,UNK
350240,152,1.0,REC,PLT,60.0,034029N,1182727W,DAYL,9.0,66.0,240.0,8.0,29.7900009155273,UNK
507341,F33A,1.0,REC,PLT,54.0,353629N,0805334W,DAYL,10.0,90.0,190.0,3.0,30.1000003814697,AUTR
350470,150,1.0,REC,DSTU,65.0,046659N,1184158W,DAYL,10.0,55.0,30.0,3.0,30.1900005340576,AUTR
552300,172,1.0,REC,PLT,53.0,443211N,0115213W,DAYL,10.0,48.0,230.0,3.0,30.2000007629395,UNK
402400,PA-24-250,1.0,REC,PLT,60.0,037260N,0090570W,DAYL,10.0,79.0,120.0,7.0,30.1700000762939,FSS
301300,GLASTAR,1.0,REC,PLT,40.0,435444N,1144746W,DAYL,10.0,66.0,310.0,6.0,30.1399993896484,UNK
550090,172S,1.0,REC,PLT,61.0,382025N,0753020W,DAYL,10.0,82.0,100.0,6.0,30.0400009155273,AUTR
551241,DA 20-C1,1.0,REC,PLT,49.0,402837N,0885457W,DAYL,10.0,77.0,164.56337723257732,7.0453697691197705,30.25,AUTR
452241,PA-28R-180,1.0,REC,PLT,25.0,471519N,1143029W,DAYL,10.0,81.0,140.0,3.0,29.9500007629395,UNK
402341,210,1.0,REC,PLT,54.0,047425N,0116497W,NDRK,10.0,61.0,160.0,5.0,29.9200000762939,AUTR
552230,180,1.0,REC,PLT,61.0,465459N,0114526W,DAYL,10.0,77.0,310.0,9.0,29.8899993896484,UNK
508342,8E,1.0,REC,FLTI,60.0,045253N,1234851W,DAYL,10.0,63.0,290.0,14.0,30.1700000762939,AUTR
508342,8E,1.0,REC,DSTU,48.0,045253N,1234851W,DAYL,10.0,63.0,290.0,14.0,30.1700000762939,AUTR
552230,PA-18-150,1.0,REC,PLT,65.0,451519N,0112339W,DAYL,10.0,63.0,290.0,8.0,30.0,AUTR
452342,150M,1.0,REC,PLT,44.0,402536N,0110128W,DAYL,10.0,79.0,180.0,5.0,29.8600006103516,AUTR
550470,PIEL DIAMANT,1.0,REC,PLT,45.0,037167N,1091910W,DUSK,10.0,45.0,260.0,9.0,29.9200000762939,UNK
350341,A4L,1.0,TJ,PLT,48.0,392718N,1184355W,DAYL,10.0,91.0,163.2310497278941,11.423080041690334,30.0,MIL
551095,M20F,1.0,REC,PLT,50.0,034452N,0112036W,DAYL,10.0,72.0,210.0,8.0,30.1700000762939,AUTR
402220,8KCAB,1.0,REC,PLT,53.0,402521N,1054625W,DAYL,10.0,70.0,320.0,4.0,30.3700008392334,AUTR
100030,172,1.0,REC,PLT,48.0,373515N,0097368W,DAYL,10.0,73.0,10.0,8.0,30.1700000762939,NET
100900,421,2.0,REC,PLT,51.0,361256N,0955355W,NITE,10.0,81.0,140.0,5.0,29.8799991607666,UNK
402191,ZODIAC 601XL,1.0,REC,FLTI,25.0,038557N,0085123W,DAYL,10.0,82.0,250.0,6.0,30.0300006866455,AUTR
450341,CH701,1.0,REC,PLT,39.0,324834N,1095128W,DAYL,10.0,99.0,213.9400807344829,8.520918803418802,29.8899993896484,UNK
550230,PA32RT,1.0,REC,PLT,49.0,345032N,1114711W,NDRK,10.0,75.0,300.0,6.0,30.1900005340576,FSS
300240,G-164B,1.0,REC,PLT,42.0,394655N,0932946W,DAYL,20.0,90.0,186.53413768000388,7.0,30.0200004577637,UNK
551230,DA 20-C1,1.0,REC,PLT,64.0,040554N,1092326W,DAYL,10.0,84.0,197.1958028898177,7.52567106568481,30.1200008392334,AUTR
552380,140,1.0,REC,PLT,25.0,393018N,0086148W,DAYL,10.0,81.0,241.32176768130216,7.185322093610832,29.9699993133545,AUTR
551092,SR20,1.0,REC,PLT,65.0,035566N,0079357W,DAYL,10.0,82.0,170.0,4.0,29.8999996185303,NWS
506330,210,1.0,REC,PLT,58.0,293616N,0095919W,DAYL,10.0,82.0,100.0,8.0,29.9599990844727,AUTR
404192,177,1.0,REC,PLT,52.0,033580N,0117380W,DAYL,8.0,84.0,260.0,9.0,29.8999996185303,NET
551092,182M,1.0,REC,PLT,28.0,325014N,1055916W,DAYL,10.0,0.0,197.22809542530536,7.0,29.97161620182447,AUTR
301096,180J,1.0,REC,PLT,58.0,591129N,0154156W,DAYL,50.0,55.0,246.78712721941395,8.0,29.9200000762939,FSS
552094,E-55,2.0,REC,PLT,56.0,036448N,0011598W,DAYL,10.0,97.0,210.0,17.0,29.5400009155273,AUTR
300230,310K,2.0,REC,PLT,50.0,003455N,0011823W,DAYL,13.0,0.0,213.9400807344829,8.520918803418802,29.8899993896484,UNK
300230,172,1.0,REC,DSTU,25.0,302738N,0875237W,DAYL,7.0,90.0,280.0,6.0,29.9799995422363,AUTR
402240,35C33,1.0,TP,PLT,26.0,322026N,0975416W,NDRK,10.0,88.0,130.0,7.0,29.8700008392334,UNK
402240,35C33,1.0,TP,OTHR,22.0,322026N,0975416W,NDRK,10.0,88.0,130.0,7.0,29.8700008392334,UNK
450240,PA-28RT-201,1.0,REC,PLT,54.0,335049N,0783756W,DUSK,10.0,84.0,220.0,11.0,30.0200004577637,FSS
250082,737,2.0,TF,CPLT,52.0,040390N,0073470W,DAYL,10.0,72.0,170.0,13.0,29.9200000762939,AUTR
300470,PA28R,1.0,REC,PLT,60.0,272344N,0823316W,DAYL,10.0,84.0,290.0,9.0,29.9400005340576,UNK
452470,G-164B,1.0,TP,PLT,43.0,422713N,0915652W,DAYL,10.0,79.0,330.0,8.0,30.0300006866455,FSS
551090,PA-28-236,1.0,REC,PLT,48.0,335211N,1175828W,DAYL,10.0,88.0,200.0,6.0,29.8600006103516,UNK
452342,PA-14,1.0,REC,PLT,44.0,584542N,1563630W,DAYL,10.0,45.0,210.0,8.0,30.2000007629395,FSS
401342,AA-5,1.0,REC,PLT,62.0,303226N,0973223W,DAYL,10.0,84.0,190.0,11.0,29.9400005340576,NET
452341,S-2R,1.0,REC,PLT,43.0,411227N,0083544W,DAYL,10.0,79.0,60.0,6.0,29.9200000762939,UNK
452470,M-18A,1.0,REC,PLT,29.0,040349N,0854435W,DAYL,10.0,68.0,310.0,4.0,29.9799995422363,UNK
350341,Yak52,1.0,REC,PLT,42.0,433835N,0701947W,DAYL,10.0,90.0,250.0,11.0,29.7199993133545,UNK
551090,LAKE LA-4-200,1.0,REC,PLT,62.0,006200N,0151220W,DAYL,10.0,0.0,164.62222297823436,5.2,29.886443759796403,NET
350341,TR-4,1.0,REC,PLT,43.0,331347N,0971047W,DAYL,10.0,97.0,160.0,8.0,29.8700008392334,UNK
509400,J-3C,1.0,REC,PLT,63.0,335250N,0833450W,DAYL,7.0,75.0,230.0,3.0,30.0900001525879,NWS
350240,PA-25-260,1.0,REC,PLT,52.0,405522N,0984012W,DAYL,10.0,84.0,80.0,10.0,30.129847586117982,AUTR
551230,A-1B,1.0,REC,PLT,47.0,425428N,1062751W,DAYL,10.0,57.0,234.38024723239604,9.51089423951559,30.0900001525879,UNK
550230,COMP AIR 8,1.0,TP,PLT,29.0,325352N,0794658W,DAYL,8.0,88.0,170.0,13.0,30.0499992370605,FSS
300240,SAVANNAH VGW,1.0,REC,PLT,65.0,045316N,0102284W,DAYL,10.0,84.0,330.0,9.0,30.1000003814697,NET
450400,J3C-65,1.0,REC,PLT,52.0,331818N,0972153W,DUSK,10.0,86.0,160.0,6.0,29.8500003814697,NET
